Cliente,ID,Gasto_Mensual,Estado_Seguro
Juan Huemul Audaz,25004X,628861,APROBADO
Maria Condor Austral,496072X,488543,RECHAZADO (Riesgo Salud/Financiero)
Francisco Perro Audaz,704391X,608058,APROBADO
Pepe Puma Noble,480064X,121954,APROBADO
Maria Nutria Salvage,802973X,457931,APROBADO
Coty Puma Gigante,432248X,734850,APROBADO
Maria Huemul Salvage,806958X,114818,APROBADO
Francisco Perro Austral,500495X,541373,RECHAZADO (Riesgo Salud/Financiero)
Francisco Puma Noble,675058X,21597,APROBADO
Maria Perro Salvage,732557X,71342,APROBADO
Lucho Condor Audaz,40944X,759825,APROBADO
Lucho Ballena Veloz,427353X,522566,APROBADO
Francisco Huemul Rojo,336983X,182332,APROBADO
Francisco Leon Noble,935490X,67407,APROBADO
Francisco Leon Audaz,976725X,671231,APROBADO
Lucho Ballena Austral,256264X,416100,APROBADO
Francisco Zorro Austral,190831X,690190,APROBADO
Pancha Huemul Veloz,45871X,790478,RECHAZADO (Riesgo Salud/Financiero)
Sacha Puma Audaz,600877X,185792,APROBADO
Maria Perro Sigiloso,885538X,340844,RECHAZADO (Riesgo Salud/Financiero)
Pancha Huemul Gigante,245057X,427015,APROBADO
Lucho Gato Veloz,30842X,809792,APROBADO
Coty Ballena Gigante,612372X,41802,APROBADO
Juan Ballena Rojo,450883X,768989,APROBADO
Pancha Condor Veloz,440221X,378949,APROBADO
Pancha Gato Austral,908960X,569011,APROBADO
Lucho Zorro Gigante,259675X,637792,APROBADO
Juan Leon Noble,983197X,773269,RECHAZADO (Riesgo Salud/Financiero)
Maria Nutria Gigante,488198X,465573,APROBADO
Lucho Puma Audaz,585456X,811770,APROBADO
Francisco Gato Audaz,300332X,444099,APROBADO
Pancha Perro Rojo,332800X,578682,APROBADO
Juan Puma Noble,748869X,319946,RECHAZADO (Riesgo Salud/Financiero)
Sacha Nutria Gigante,375700X,629235,APROBADO
Coty Gato Noble,485766X,407648,APROBADO
Juan Zorro Audaz,792832X,896968,APROBADO
Maria Huemul Sigiloso,553240X,305713,APROBADO
Matias Leon Audaz,652198X,451760,APROBADO
Maria Huemul Sigiloso,279486X,548442,APROBADO
Coty Ballena Veloz,593215X,628443,APROBADO
Juan Condor Audaz,960365X,631877,APROBADO
Lucho Gato Rojo,717309X,275864,APROBADO
Juan Huemul Salvage,261620X,342020,APROBADO
Pepe Ballena Veloz,282705X,802346,APROBADO
Coty Puma Audaz,874718X,779561,RECHAZADO (Riesgo Salud/Financiero)
Pepe Ballena Noble,419441X,61539,APROBADO
Francisco Puma Rojo,277008X,496838,APROBADO
Juan Huemul Audaz,973334X,815498,APROBADO
Francisco Condor Austral,241905X,46289,RECHAZADO (Riesgo Salud/Financiero)
Francisco Perro Sigiloso,925529X,464884,APROBADO
Lucho Gato Audaz,848541X,294381,APROBADO
Sacha Leon Salvage,886989X,307585,APROBADO
Matias Nutria Veloz,631888X,27524,APROBADO
Juan Ballena Noble,222561X,516060,APROBADO
Maria Puma Gigante,446508X,284431,APROBADO
Pepe Huemul Salvage,888422X,176107,APROBADO
Maria Condor Audaz,225169X,602258,APROBADO
Maria Leon Sigiloso,310796X,879928,APROBADO
Juan Leon Audaz,649070X,395522,APROBADO
Juan Ballena Gigante,97379X,198812,APROBADO
Coty Perro Audaz,152381X,572243,APROBADO
Pancha Condor Austral,969772X,888591,APROBADO
Francisco Condor Gigante,215982X,263073,RECHAZADO (Riesgo Salud/Financiero)
Maria Puma Salvage,198265X,134863,RECHAZADO (Riesgo Salud/Financiero)
Pancha Condor Sigiloso,438578X,107158,APROBADO
Francisco Huemul Audaz,187521X,505174,APROBADO
Pancha Ballena Sigiloso,781837X,872893,APROBADO
Pepe Gato Sigiloso,289108X,617228,APROBADO
Maria Condor Gigante,816157X,548713,APROBADO
Maria Condor Noble,31968X,566400,APROBADO
Francisco Condor Sigiloso,79838X,614513,RECHAZADO (Riesgo Salud/Financiero)
Coty Nutria Rojo,958352X,17218,APROBADO
Coty Zorro Austral,130706X,890003,APROBADO
Francisco Zorro Audaz,918280X,839581,APROBADO
Coty Puma Sigiloso,41563X,347003,APROBADO
Maria Huemul Sigiloso,390505X,36023,APROBADO
Matias Ballena Gigante,506699X,720102,APROBADO
Sacha Nutria Noble,234087X,819594,RECHAZADO (Riesgo Salud/Financiero)
Matias Puma Gigante,26636X,610723,APROBADO
Pepe Ballena Noble,391028X,238304,RECHAZADO (Riesgo Salud/Financiero)
Maria Gato Austral,722829X,852828,APROBADO
Coty Condor Austral,2174X,818049,APROBADO
Pepe Zorro Audaz,444836X,23609,APROBADO
Coty Zorro Austral,302962X,672803,APROBADO
Sacha Puma Salvage,838277X,81218,APROBADO
Matias Gato Salvage,630160X,825954,APROBADO
Pepe Perro Rojo,870643X,418428,APROBADO
Pancha Nutria Audaz,855108X,804377,APROBADO
Pancha Gato Sigiloso,925012X,308730,RECHAZADO (Riesgo Salud/Financiero)
Maria Leon Gigante,374020X,286869,APROBADO
Francisco Perro Sigiloso,585262X,525098,RECHAZADO (Riesgo Salud/Financiero)
Juan Gato Gigante,671716X,848452,APROBADO
Pepe Perro Gigante,938046X,324124,APROBADO
Matias Ballena Sigiloso,713378X,762611,APROBADO
Francisco Ballena Sigiloso,631223X,203281,APROBADO
Pancha Condor Sigiloso,296617X,110824,APROBADO
Francisco Nutria Rojo,610409X,223730,APROBADO
Sacha Perro Gigante,952962X,410228,RECHAZADO (Riesgo Salud/Financiero)
Coty Gato Sigiloso,493584X,511838,APROBADO
Juan Gato Austral,722718X,638490,RECHAZADO (Riesgo Salud/Financiero)
Juan Gato Austral,735662X,550280,APROBADO
Sacha Zorro Gigante,862007X,165825,RECHAZADO (Riesgo Salud/Financiero)
Juan Nutria Austral,616456X,33380,RECHAZADO (Riesgo Salud/Financiero)
Matias Gato Audaz,396965X,791091,APROBADO
Matias Gato Gigante,617994X,184373,RECHAZADO (Riesgo Salud/Financiero)
Coty Leon Salvage,22261X,871793,RECHAZADO (Riesgo Salud/Financiero)
Juan Nutria Audaz,625837X,71025,APROBADO
Juan Condor Gigante,842919X,93318,APROBADO
Matias Perro Veloz,986549X,491788,APROBADO
Coty Huemul Noble,67712X,897309,APROBADO
Pancha Zorro Austral,862957X,633338,RECHAZADO (Riesgo Salud/Financiero)
Pepe Nutria Noble,441617X,105788,RECHAZADO (Riesgo Salud/Financiero)
Pepe Leon Noble,814017X,358542,RECHAZADO (Riesgo Salud/Financiero)
Lucho Condor Noble,844261X,619537,APROBADO
Pancha Ballena Salvage,363448X,306670,APROBADO
Juan Huemul Veloz,87098X,31715,RECHAZADO (Riesgo Salud/Financiero)
Sacha Ballena Salvage,90049X,843393,APROBADO
Maria Zorro Austral,241052X,123697,APROBADO
Pepe Nutria Gigante,321779X,304500,APROBADO
Sacha Nutria Noble,444391X,253107,APROBADO
Pepe Nutria Audaz,282090X,700222,APROBADO
Maria Perro Austral,401062X,275566,APROBADO
Pancha Perro Audaz,338015X,798944,RECHAZADO (Riesgo Salud/Financiero)
Pepe Condor Rojo,858824X,622421,RECHAZADO (Riesgo Salud/Financiero)
Matias Ballena Austral,754369X,846844,APROBADO
Juan Gato Sigiloso,131947X,302355,APROBADO
Lucho Leon Austral,330767X,295075,APROBADO
Juan Nutria Rojo,376405X,509619,APROBADO
Pancha Nutria Sigiloso,144372X,861519,APROBADO
Juan Nutria Rojo,867148X,824843,APROBADO
Lucho Perro Rojo,764037X,15953,RECHAZADO (Riesgo Salud/Financiero)
Pepe Perro Gigante,461960X,153164,APROBADO
Pepe Nutria Noble,119511X,192521,APROBADO
Pepe Leon Austral,611767X,709935,APROBADO
Sacha Puma Veloz,706651X,40347,APROBADO
Pepe Leon Veloz,481551X,762981,APROBADO
Juan Nutria Noble,967594X,679267,RECHAZADO (Riesgo Salud/Financiero)
Francisco Puma Austral,105635X,100618,APROBADO
Pancha Puma Noble,151748X,18733,RECHAZADO (Riesgo Salud/Financiero)
Matias Huemul Gigante,8741X,692426,APROBADO
Maria Gato Gigante,240866X,367775,APROBADO
Pepe Condor Rojo,120277X,36857,APROBADO
Maria Ballena Gigante,440574X,102477,RECHAZADO (Riesgo Salud/Financiero)
Lucho Leon Veloz,500271X,276353,APROBADO
Maria Perro Audaz,924874X,780729,APROBADO
Pancha Condor Audaz,669109X,487004,APROBADO
Pancha Puma Sigiloso,764303X,787118,APROBADO
Pancha Perro Salvage,993912X,808572,APROBADO
Coty Puma Gigante,557839X,139618,APROBADO
Pancha Gato Austral,184417X,715293,APROBADO
Francisco Leon Salvage,101051X,883304,APROBADO
Maria Gato Veloz,203593X,233298,APROBADO
Coty Ballena Veloz,514067X,878391,APROBADO
Sacha Nutria Noble,969425X,130100,APROBADO
Sacha Huemul Rojo,569299X,886843,APROBADO
Pancha Leon Noble,327857X,531906,RECHAZADO (Riesgo Salud/Financiero)
Sacha Ballena Noble,384301X,756964,RECHAZADO (Riesgo Salud/Financiero)
Maria Nutria Austral,94939X,856718,APROBADO
Francisco Ballena Noble,866272X,60781,APROBADO
Coty Gato Noble,994959X,640794,APROBADO
Francisco Huemul Austral,448674X,86113,APROBADO
Lucho Puma Noble,602184X,66213,APROBADO
Juan Gato Audaz,592127X,563331,APROBADO
Matias Perro Rojo,474584X,240335,APROBADO
Pepe Condor Audaz,576157X,378060,APROBADO
Lucho Puma Salvage,155245X,220820,APROBADO
Juan Gato Austral,180841X,542670,APROBADO
Juan Condor Gigante,855819X,583725,APROBADO
Pepe Huemul Gigante,81385X,770928,APROBADO
Pancha Perro Audaz,924459X,173568,RECHAZADO (Riesgo Salud/Financiero)
Pepe Huemul Salvage,909127X,452647,RECHAZADO (Riesgo Salud/Financiero)
Lucho Perro Noble,490486X,705458,APROBADO
Sacha Gato Austral,687440X,263800,RECHAZADO (Riesgo Salud/Financiero)
Coty Puma Salvage,872142X,505444,APROBADO
Juan Ballena Audaz,165430X,697204,APROBADO
Pancha Nutria Salvage,842540X,464161,APROBADO
Maria Condor Gigante,978936X,426200,APROBADO
Coty Leon Veloz,401622X,278300,APROBADO
Matias Zorro Noble,207665X,561034,APROBADO
Pepe Leon Gigante,164655X,829748,APROBADO
Matias Condor Gigante,605300X,702705,APROBADO
Coty Gato Rojo,874650X,564713,APROBADO
Pancha Puma Audaz,70111X,287472,APROBADO
Matias Puma Sigiloso,955889X,200668,RECHAZADO (Riesgo Salud/Financiero)
Pancha Nutria Gigante,993381X,623916,APROBADO
Matias Puma Sigiloso,576632X,16546,APROBADO
Coty Gato Gigante,726692X,515275,APROBADO
Pepe Nutria Gigante,430699X,833940,APROBADO
Coty Gato Audaz,957145X,488823,APROBADO
Coty Leon Sigiloso,697577X,401874,APROBADO
Juan Leon Austral,251290X,717348,APROBADO
Matias Huemul Rojo,855868X,534150,RECHAZADO (Riesgo Salud/Financiero)
Francisco Nutria Gigante,594931X,596714,APROBADO
Sacha Gato Rojo,35508X,306664,RECHAZADO (Riesgo Salud/Financiero)
Juan Nutria Gigante,839671X,261901,RECHAZADO (Riesgo Salud/Financiero)
Pancha Huemul Veloz,387849X,358341,APROBADO
Coty Huemul Rojo,219930X,782547,RECHAZADO (Riesgo Salud/Financiero)
Francisco Huemul Austral,550031X,423739,APROBADO
Pepe Condor Austral,173213X,596719,APROBADO
Matias Condor Noble,953074X,220609,APROBADO
Maria Zorro Gigante,553552X,616384,APROBADO
Juan Perro Salvage,612126X,682724,APROBADO
Sacha Huemul Audaz,957601X,190060,APROBADO
Francisco Gato Veloz,478694X,185229,APROBADO
Juan Gato Noble,415829X,141689,APROBADO
Coty Ballena Salvage,357595X,575780,APROBADO
Pepe Zorro Audaz,699553X,526133,APROBADO
Coty Ballena Sigiloso,599331X,497779,APROBADO
Coty Nutria Rojo,426996X,232967,APROBADO
Coty Huemul Salvage,80053X,590827,RECHAZADO (Riesgo Salud/Financiero)
Coty Zorro Noble,428773X,712699,APROBADO
Sacha Huemul Sigiloso,856034X,737138,APROBADO
Pepe Leon Gigante,116144X,201468,RECHAZADO (Riesgo Salud/Financiero)
Lucho Puma Rojo,767654X,783638,APROBADO
Lucho Puma Salvage,17527X,580996,APROBADO
Juan Perro Veloz,842972X,373307,APROBADO
Maria Huemul Noble,55903X,409979,APROBADO
Matias Nutria Noble,987777X,725891,APROBADO
Pepe Nutria Gigante,746419X,127130,APROBADO
Maria Leon Audaz,374648X,776553,APROBADO
Juan Perro Sigiloso,824501X,638409,RECHAZADO (Riesgo Salud/Financiero)
Pepe Gato Austral,869920X,376404,RECHAZADO (Riesgo Salud/Financiero)
Lucho Condor Rojo,400398X,466100,APROBADO
Sacha Perro Audaz,670896X,580440,APROBADO
Juan Condor Veloz,806733X,33709,APROBADO
Matias Leon Salvage,606634X,470426,RECHAZADO (Riesgo Salud/Financiero)
Francisco Gato Noble,95016X,224283,APROBADO
Juan Gato Audaz,673305X,164162,APROBADO
Maria Ballena Salvage,670055X,823715,APROBADO
Pancha Huemul Sigiloso,283481X,863827,APROBADO
Pancha Leon Austral,639216X,633179,RECHAZADO (Riesgo Salud/Financiero)
Matias Gato Noble,729910X,830634,APROBADO
Juan Gato Rojo,770642X,600075,APROBADO
Juan Leon Audaz,183746X,190583,RECHAZADO (Riesgo Salud/Financiero)
Pancha Leon Salvage,681134X,527703,APROBADO
Pepe Puma Sigiloso,45616X,222769,APROBADO
Sacha Huemul Austral,493267X,832126,RECHAZADO (Riesgo Salud/Financiero)
Lucho Gato Gigante,224513X,528613,RECHAZADO (Riesgo Salud/Financiero)
Lucho Condor Audaz,193552X,275360,APROBADO
Juan Nutria Veloz,616637X,314769,RECHAZADO (Riesgo Salud/Financiero)
Pancha Condor Salvage,919048X,129172,RECHAZADO (Riesgo Salud/Financiero)
Coty Zorro Rojo,370974X,436952,APROBADO
Maria Zorro Sigiloso,938938X,848703,RECHAZADO (Riesgo Salud/Financiero)
Juan Nutria Sigiloso,986789X,494790,APROBADO
Sacha Puma Gigante,183576X,195331,APROBADO
Pancha Huemul Audaz,619940X,521338,APROBADO
Maria Leon Noble,676272X,645017,RECHAZADO (Riesgo Salud/Financiero)
Matias Gato Salvage,57990X,764801,APROBADO
Francisco Condor Austral,356342X,765331,APROBADO
Francisco Gato Austral,373027X,669408,APROBADO
Pancha Huemul Sigiloso,62634X,618743,APROBADO
Pepe Puma Sigiloso,951060X,610587,RECHAZADO (Riesgo Salud/Financiero)
Pancha Huemul Veloz,427700X,838324,RECHAZADO (Riesgo Salud/Financiero)
Coty Puma Salvage,735967X,851190,APROBADO
Francisco Puma Austral,608504X,211490,APROBADO
Maria Condor Gigante,904368X,345955,APROBADO
Pepe Perro Veloz,694501X,733884,APROBADO
Maria Ballena Audaz,189282X,185647,APROBADO
Sacha Zorro Salvage,892998X,64146,APROBADO
Lucho Perro Veloz,345881X,311070,APROBADO
Maria Ballena Austral,945877X,879382,APROBADO
Matias Leon Noble,584958X,817927,APROBADO
Pancha Zorro Salvage,742453X,282637,APROBADO
Sacha Nutria Gigante,912360X,216928,APROBADO
Pancha Gato Austral,293677X,54897,APROBADO
Sacha Puma Rojo,669251X,803209,APROBADO
Lucho Puma Sigiloso,287331X,193209,APROBADO
Francisco Perro Noble,423183X,477540,APROBADO
Sacha Zorro Gigante,301182X,819445,APROBADO
Coty Zorro Audaz,863438X,367361,APROBADO
Pancha Huemul Sigiloso,36192X,751571,APROBADO
Coty Ballena Sigiloso,930455X,442360,RECHAZADO (Riesgo Salud/Financiero)
Pancha Nutria Rojo,265912X,277928,APROBADO
Pancha Puma Austral,643613X,631269,APROBADO
Pepe Zorro Salvage,253166X,721426,APROBADO
Pepe Puma Noble,879974X,98217,APROBADO
Francisco Zorro Noble,295415X,807296,APROBADO
Lucho Huemul Veloz,946932X,830935,RECHAZADO (Riesgo Salud/Financiero)
Francisco Huemul Noble,236350X,117809,APROBADO
Lucho Puma Audaz,133922X,314955,APROBADO
Sacha Huemul Rojo,660565X,417850,APROBADO
Maria Leon Rojo,81365X,106902,APROBADO
Pepe Huemul Sigiloso,433501X,759735,APROBADO
Lucho Zorro Gigante,728469X,16959,RECHAZADO (Riesgo Salud/Financiero)
Pepe Nutria Noble,282408X,518258,APROBADO
Maria Ballena Gigante,730555X,352291,APROBADO
Lucho Ballena Audaz,956799X,761028,APROBADO
Juan Puma Sigiloso,340986X,851255,RECHAZADO (Riesgo Salud/Financiero)
Maria Condor Noble,387011X,369843,APROBADO
Matias Zorro Audaz,591844X,118937,RECHAZADO (Riesgo Salud/Financiero)
Coty Puma Austral,114394X,267430,APROBADO
Matias Leon Noble,811466X,687484,APROBADO
Francisco Puma Veloz,718140X,652672,APROBADO
Pepe Nutria Gigante,827612X,357259,RECHAZADO (Riesgo Salud/Financiero)
Lucho Puma Austral,831050X,368436,RECHAZADO (Riesgo Salud/Financiero)
Lucho Huemul Veloz,90223X,811287,RECHAZADO (Riesgo Salud/Financiero)
Pancha Ballena Noble,642930X,808317,APROBADO
Juan Nutria Rojo,354798X,728579,RECHAZADO (Riesgo Salud/Financiero)
Maria Condor Rojo,218900X,559966,APROBADO
Sacha Perro Gigante,906438X,270682,APROBADO
Juan Gato Rojo,612817X,199733,APROBADO
Matias Condor Noble,728076X,421076,APROBADO
Maria Ballena Gigante,873246X,867247,RECHAZADO (Riesgo Salud/Financiero)
Lucho Ballena Gigante,238192X,166684,RECHAZADO (Riesgo Salud/Financiero)
Pancha Condor Veloz,819791X,725148,RECHAZADO (Riesgo Salud/Financiero)
Sacha Condor Sigiloso,169772X,882215,APROBADO
Pepe Perro Sigiloso,888709X,811115,APROBADO
Lucho Condor Gigante,288753X,236822,APROBADO
Matias Nutria Audaz,272796X,361647,APROBADO
Sacha Huemul Gigante,808237X,172324,APROBADO
Maria Nutria Noble,26799X,272732,APROBADO
Francisco Nutria Noble,950341X,215969,APROBADO
Francisco Perro Sigiloso,118728X,568513,APROBADO
Juan Nutria Salvage,248453X,717146,APROBADO
Maria Zorro Austral,627935X,146632,RECHAZADO (Riesgo Salud/Financiero)
Francisco Perro Veloz,740034X,70096,APROBADO
Lucho Puma Rojo,457492X,94416,APROBADO
Francisco Leon Sigiloso,260657X,85965,RECHAZADO (Riesgo Salud/Financiero)
Pancha Perro Noble,906714X,453956,APROBADO
Sacha Ballena Audaz,852897X,434425,RECHAZADO (Riesgo Salud/Financiero)
Coty Leon Gigante,344682X,866639,APROBADO
Maria Perro Rojo,35386X,681575,APROBADO
Coty Puma Austral,352812X,301862,RECHAZADO (Riesgo Salud/Financiero)
Sacha Nutria Sigiloso,743507X,194000,APROBADO
Francisco Huemul Audaz,609554X,30420,RECHAZADO (Riesgo Salud/Financiero)
Pancha Zorro Veloz,110240X,423104,APROBADO
Pepe Leon Audaz,156794X,355436,RECHAZADO (Riesgo Salud/Financiero)
Matias Perro Salvage,182468X,250997,RECHAZADO (Riesgo Salud/Financiero)
Francisco Leon Noble,15076X,344132,APROBADO
Matias Zorro Sigiloso,717738X,161612,APROBADO
Coty Ballena Audaz,511602X,768777,APROBADO
Pancha Huemul Sigiloso,650433X,144018,RECHAZADO (Riesgo Salud/Financiero)
Coty Leon Sigiloso,526614X,264640,APROBADO
Matias Leon Gigante,379285X,294518,APROBADO
Maria Gato Veloz,200705X,672565,APROBADO
Sacha Leon Sigiloso,79025X,334155,APROBADO
Coty Puma Gigante,948629X,16322,APROBADO
Lucho Condor Salvage,787591X,211249,APROBADO
Sacha Zorro Audaz,52503X,310630,RECHAZADO (Riesgo Salud/Financiero)
Francisco Puma Sigiloso,890321X,678067,APROBADO
Matias Condor Veloz,966652X,207895,APROBADO
Matias Ballena Noble,916280X,118000,APROBADO
Juan Ballena Veloz,289735X,407380,APROBADO
Pepe Condor Veloz,164484X,546238,APROBADO
Francisco Condor Veloz,899864X,220232,APROBADO
Matias Huemul Austral,968657X,115594,APROBADO
Pepe Leon Noble,805758X,563246,APROBADO
Sacha Perro Noble,507086X,897009,APROBADO
Lucho Leon Veloz,284096X,728591,APROBADO
Matias Ballena Gigante,228596X,199436,APROBADO
Coty Leon Audaz,600759X,469144,APROBADO
Coty Nutria Rojo,295740X,785810,APROBADO
Francisco Ballena Salvage,117602X,406739,APROBADO
Juan Huemul Salvage,604469X,736806,RECHAZADO (Riesgo Salud/Financiero)
Sacha Zorro Sigiloso,29682X,224255,RECHAZADO (Riesgo Salud/Financiero)
Juan Nutria Gigante,858246X,159125,APROBADO
Sacha Puma Rojo,900108X,358864,APROBADO
Sacha Perro Noble,63764X,158762,APROBADO
Pancha Zorro Salvage,928510X,753832,APROBADO
Coty Ballena Audaz,71079X,480049,APROBADO
Matias Puma Austral,276511X,475924,APROBADO
Pancha Perro Noble,49321X,691629,APROBADO
Lucho Perro Rojo,936348X,586630,RECHAZADO (Riesgo Salud/Financiero)
Pepe Ballena Rojo,11072X,885890,APROBADO
Matias Zorro Audaz,30441X,263698,APROBADO
Lucho Leon Austral,236598X,537714,APROBADO
Pancha Nutria Rojo,385612X,668699,RECHAZADO (Riesgo Salud/Financiero)
Maria Ballena Audaz,614776X,40548,APROBADO
Maria Condor Gigante,166060X,707147,APROBADO
Maria Huemul Veloz,311946X,831148,APROBADO
Lucho Puma Rojo,853787X,823932,APROBADO
Maria Leon Veloz,282960X,43767,APROBADO
Pancha Gato Veloz,48090X,138848,APROBADO
Pancha Puma Veloz,398200X,680572,APROBADO
Sacha Leon Audaz,215132X,895503,RECHAZADO (Riesgo Salud/Financiero)
Sacha Zorro Audaz,27128X,511571,APROBADO
Coty Nutria Noble,139121X,190409,RECHAZADO (Riesgo Salud/Financiero)
Juan Ballena Gigante,429282X,46794,RECHAZADO (Riesgo Salud/Financiero)
Francisco Zorro Gigante,137454X,738255,APROBADO
Lucho Gato Sigiloso,214927X,433630,APROBADO
Pepe Huemul Gigante,175991X,623528,RECHAZADO (Riesgo Salud/Financiero)
Matias Ballena Sigiloso,308853X,482392,APROBADO
Coty Huemul Salvage,908041X,249787,RECHAZADO (Riesgo Salud/Financiero)
Francisco Zorro Austral,267825X,60033,APROBADO
Juan Huemul Gigante,326376X,618926,RECHAZADO (Riesgo Salud/Financiero)
Pepe Gato Noble,116422X,814016,APROBADO
Pepe Puma Noble,2793X,638728,APROBADO
Francisco Puma Salvage,560325X,566000,APROBADO
Francisco Leon Gigante,339102X,243754,APROBADO
Maria Nutria Noble,387400X,237330,APROBADO
Maria Perro Noble,290578X,22651,APROBADO
Lucho Zorro Noble,913055X,264619,APROBADO
Juan Zorro Salvage,525911X,134797,APROBADO
Maria Condor Gigante,473505X,778112,RECHAZADO (Riesgo Salud/Financiero)
Matias Zorro Austral,93693X,841301,APROBADO
Matias Nutria Veloz,942237X,867614,RECHAZADO (Riesgo Salud/Financiero)
Matias Condor Salvage,800480X,352640,APROBADO
Matias Huemul Austral,16169X,694611,APROBADO
Lucho Puma Audaz,365954X,501836,APROBADO
Maria Ballena Noble,933783X,296327,RECHAZADO (Riesgo Salud/Financiero)
Juan Condor Veloz,190814X,603817,RECHAZADO (Riesgo Salud/Financiero)
Maria Perro Audaz,916733X,645765,APROBADO
Coty Zorro Salvage,463752X,32833,APROBADO
Sacha Gato Gigante,5642X,763765,RECHAZADO (Riesgo Salud/Financiero)
Pancha Gato Gigante,273671X,421277,APROBADO
Matias Perro Sigiloso,233671X,38528,RECHAZADO (Riesgo Salud/Financiero)
Coty Huemul Audaz,138040X,892490,APROBADO
Maria Zorro Gigante,24376X,288548,APROBADO
Juan Puma Gigante,53445X,451582,APROBADO
Francisco Perro Rojo,161051X,466058,APROBADO
Coty Condor Sigiloso,195487X,519139,APROBADO
Lucho Leon Austral,897335X,482178,APROBADO
Matias Perro Veloz,258907X,638674,APROBADO
Matias Huemul Sigiloso,563395X,583344,RECHAZADO (Riesgo Salud/Financiero)
Francisco Puma Sigiloso,132432X,689196,RECHAZADO (Riesgo Salud/Financiero)
Sacha Gato Veloz,959339X,270662,RECHAZADO (Riesgo Salud/Financiero)
Juan Condor Salvage,486825X,428140,APROBADO
Pancha Perro Veloz,164613X,316242,RECHAZADO (Riesgo Salud/Financiero)
Sacha Huemul Noble,21779X,800665,APROBADO
Francisco Nutria Rojo,25298X,197791,APROBADO
Maria Nutria Noble,491801X,883514,RECHAZADO (Riesgo Salud/Financiero)
Sacha Gato Veloz,799961X,83103,APROBADO
Francisco Puma Austral,548584X,390686,APROBADO
Pepe Ballena Sigiloso,772067X,385393,APROBADO
Pepe Puma Audaz,358870X,603504,APROBADO
Pancha Zorro Salvage,751481X,228239,APROBADO
